,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1967,4,233,16.6,14,379,27.1,13,3.4,10.6,-10.84,23,-0.42
1968,3,246,17.6,12,327,23.4,11,4.7,9.3,-6.53,18,-0.74
1969,3,311,22.2,6,393,28.1,15,5.1,8.9,-7.33,23,-1.47
1970,4,172,12.3,25,347,24.8,24,2.2,11.8,-7.86,23,4.64
1971,4,266,19.0,15,347,24.8,24,4.9,9.1,-2.74,15,3.04
1972,4,215,15.4,22,361,25.8,23,3.2,10.8,-10.25,23,.18
1973,4,163,11.6,26,312,22.3,18,2.5,11.5,-8.75,23,1.89
1974,3,166,11.9,24,263,18.8,14,3.5,10.5,-7.32,23,-0.39
1975,4,165,11.8,26,360,25.7,23,1.9,12.1,-14.08,26,-0.15
1976,4,253,18.1,17,346,24.7,23,4.5,9.5,-6.14,22,.51
1977,4,232,16.6,15,336,24.0,26,4.1,9.9,-9.16,27,-1.73
1978,3,281,17.6,16,298,18.6,16,7.4,8.6,-1.68,17,-0.61
1979,2,370,23.1,6,360,22.5,22,8.3,7.7,-1.17,17,-1.79
1980,4,291,18.2,21,487,30.4,28,3.6,12.4,-10.44,28,1.82
1981,4,207,12.9,28,378,23.6,24,3.1,12.9,-9.49,27,1.20
1982,2,129,14.3,26,160,17.8,8,3.4,5.6,-3.79,21,-0.35
1983,3,319,19.9,17,337,21.1,12,7.5,8.5,-0.02,12,1.11
1984,3,298,18.6,20,361,22.6,19,6.2,9.8,-2.91,19,1.03
1985,3,294,18.4,21,401,25.1,22,5.2,10.8,-6.84,23,-0.15
1986,4,288,18.0,19,287,17.9,7,8.0,8.0,.02,16,-0.05
1987,2,422,28.1,2,283,18.9,5,10.8,4.2,10.06,3,.79
1988,3,312,19.5,18,283,17.7,4,8.9,7.1,1.52,11,-0.30
1989,3,386,24.1,5,301,18.8,11,10.3,5.7,4.57,7,-0.74
1990,2,274,17.1,22,275,17.2,8,8.0,8.0,-1.29,17,-1.23
1991,1,341,21.3,8,211,13.2,1,12.1,3.9,9.04,3,.91
1992,2,330,20.6,10,202,12.6,1,12.2,3.8,7.79,4,-0.21
1993,2,317,19.8,11,343,21.4,22,7.3,8.7,-1.35,21,.28
1994,2,348,21.8,9,407,25.4,27,6.5,9.5,-3.62,22,.07
1995,5,319,19.9,20,348,21.8,18,7.2,8.8,-2.16,22,-0.34
1996,5,229,14.3,29,339,21.2,20,4.5,11.5,-8.08,28,-1.21
1997,4,237,14.8,30,327,20.4,16,5.1,10.9,-7.39,28,-1.76
1998,3,305,19.1,21,359,22.4,21,6.5,9.5,.11,14,3.49
1999,5,260,16.3,29,434,27.1,28,3.7,12.3,-12.14,30,-1.26
2000,1,354,22.1,10,305,19.1,10,9.4,6.6,.89,18,-2.18
2001,3,333,20.8,13,409,25.6,27,6.1,9.9,-4.82,27,-0.07
2002,3,432,27.0,3,388,24.3,26,9.0,7.0,2.42,12,-0.33
2003,2,340,21.3,14,326,20.4,14,8.4,7.6,-0.27,15,-1.14
2004,2,348,21.8,14,405,25.3,27,6.6,9.4,-5.56,28,-1.99
2005,4,235,14.7,31,398,24.9,28,3.6,12.4,-11.09,31,-0.90
2006,1,413,25.8,5,322,20.1,13,10.3,5.7,4.04,8,-1.64
2007,3,379,23.7,12,388,24.3,25,7.8,8.2,-2.53,19,-1.96
2008,4,463,28.9,1,393,24.6,26,9.5,6.5,4.05,9,-0.33
2009,1,510,31.9,1,341,21.3,20,11.6,4.4,10.76,2,.19
2010,2,384,24.0,11,307,19.2,7,10.1,5.9,2.32,11,-2.50
2011,1,547,34.2,2,339,21.2,13,12.1,3.9,11.40,1,-1.60
2012,3,461,28.8,3,454,28.4,31,8.1,7.9,1.44,14,1.00
2013,2,414,25.9,10,304,19.0,4,10.8,5.2,8.77,5,1.90
2014,2,401,25.1,9,424,26.5,28,7.5,8.5,-2.90,22,-1.46
2015,3,408,25.5,8,476,29.8,32,6.6,9.4,-6.57,26,-2.32
2016,3,469,29.3,2,454,28.4,31,8.3,7.7,1.54,14,.61
2017,1,448,28.0,4,326,20.4,10,10.9,5.1,9.17,2,1.55
2018,1,504,31.5,3,353,22.1,14,11.2,4.8,10.07,1,.63
2019,1,458,28.6,3,341,21.3,13,10.7,5.3,7.36,5,.05
2020,1,482,30.1,5,337,21.1,5,11.2,4.8,9.58,1,.51
2021,3,45,22.5,18,29,14.5,6,1.5,0.5,4.24,14,-3.76
