,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1925,4,122,10.2,5,67,5.6,5,9.7,2.3,.01,9,-4.58
1926,6,147,11.3,4,51,3.9,3,12.0,1.0,6.53,4,-0.85
1927,1,197,15.2,2,20,1.5,1,12.9,0.1,14.57,1,.96
1928,6,79,6.1,8,136,10.5,6,2.8,10.2,-1.53,6,2.85
1929,2,312,20.8,1,86,5.7,2,14.3,0.7,13.91,1,-1.16
1930,2,308,18.1,1,98,5.8,3,15.9,1.1,11.73,1,-0.63
1931,5,154,11.0,5,100,7.1,4,10.3,3.7,3.84,4,-0.01
1932,5,93,7.8,4,113,9.4,5,4.6,7.4,-1.49,4,.18
1933,1,244,17.4,1,101,7.2,3,12.5,1.5,9.97,1,-0.25
1934,1,147,11.3,5,107,8.2,6,8.8,4.2,3.86,4,.78
1935,1,180,15.0,4,96,8.0,1,9.8,2.2,3.86,4,-3.14
1936,3,115,9.6,5,163,13.6,7,3.7,8.3,-4.73,6,-0.73
1937,2,128,11.6,6,109,9.9,3,6.5,4.5,.66,5,-1.07
1938,1,194,17.6,2,79,7.2,1,9.8,1.2,7.55,2,-2.90
1939,1,168,15.3,5,85,7.7,1,9.2,1.8,4.36,4,-3.18
1940,3,131,11.9,8,133,12.1,2,5.4,5.6,-1.14,7,-0.96
1941,1,238,21.6,3,114,10.4,1,9.4,1.6,4.80,3,-6.48
1942,3,155,14.1,5,139,12.6,4,6.2,4.8,3.04,4,1.58
1943,1,197,19.7,5,170,17.0,3,5.9,4.1,1.15,4,-1.55
1944,1,206,20.6,5,75,7.5,1,9.2,0.8,9.89,2,-3.21
1945,3,179,17.9,7,198,19.8,6,4.4,5.6,-1.69,6,.21
1946,1,236,21.5,4,162,14.7,3,7.8,3.2,6.54,4,-0.19
1947,5,190,15.8,9,309,25.8,9,2.9,9.1,-11.45,17,-1.53
1948,3,297,24.8,5,388,32.3,9,4.2,7.8,-6.51,13,1.07
1949,3,287,23.9,5,298,24.8,6,5.7,6.3,-1.96,11,-1.04
1950,1,268,22.3,6,150,12.5,3,9.6,2.4,12.57,3,2.73
1951,2,254,21.2,6,161,13.4,2,9.0,3.0,5.72,3,-2.03
1952,2,234,19.5,10,231,19.3,5,6.1,5.9,-0.84,6,-1.09
1953,5,179,14.9,12,277,23.1,9,3.1,8.9,-5.54,9,2.63
1954,3,293,24.4,6,184,15.3,2,9.0,3.0,4.11,6,-4.98
1955,3,267,22.3,3,223,18.6,3,7.3,4.7,5.85,2,2.18
1956,1,264,22.0,5,197,16.4,4,8.0,4.0,4.17,3,-1.41
1957,2,254,21.2,5,211,17.6,3,7.3,4.7,2.18,4,-1.40
1958,1,246,20.5,9,183,15.3,1,8.0,4.0,4.12,5,-1.13
1959,1,284,23.7,2,170,14.2,1,9.3,2.7,6.11,2,-3.39
1960,3,271,22.6,6,261,21.8,8,6.3,5.7,1.89,9,1.06
1961,1,368,26.3,2,220,15.7,1,10.8,3.2,7.48,4,-3.10
1962,1,398,28.4,2,283,20.2,4,9.7,4.3,4.43,6,-3.78
1963,1,448,32.0,1,280,20.0,5,10.5,3.5,9.95,2,-2.05
1964,7,241,17.2,13,399,28.5,14,3.3,10.7,-12.56,22,-1.27
1965,2,270,19.3,10,338,24.1,10,5.2,8.8,-10.30,21,-5.44
1966,8,263,18.8,12,501,35.8,15,2.5,11.5,-16.77,24,.23
1967,2,369,26.4,3,379,27.1,13,6.8,7.2,-1.58,13,-0.86
1968,2,294,21.0,7,325,23.2,10,6.2,7.8,-2.36,15,-0.15
1969,2,264,18.9,13,298,21.3,8,6.0,8.0,-4.45,19,-2.03
1970,2,301,21.5,8,270,19.3,15,7.9,6.1,1.98,9,-0.24
1971,5,228,16.3,21,362,25.9,25,3.5,10.5,-7.96,25,1.62
1972,3,331,23.6,8,247,17.6,7,9.3,4.7,5.88,9,-0.12
1973,5,226,16.1,20,362,25.9,22,3.5,10.5,-7.50,21,2.21
1974,5,195,13.9,22,299,21.4,23,3.7,10.3,-5.61,22,1.82
1975,4,216,15.4,23,306,21.9,17,4.3,9.7,-6.79,21,-0.36
1976,5,170,12.1,25,250,17.9,14,4.0,10.0,-3.41,19,2.31
1977,5,181,12.9,24,265,18.9,21,4.0,10.0,-6.16,23,-0.16
1978,5,264,16.5,19,298,18.6,16,6.9,9.1,-2.48,21,-0.36
1979,4,237,14.8,27,323,20.2,14,5.2,10.8,-6.13,23,-0.75
1980,5,249,15.6,26,425,26.6,27,3.5,12.5,-9.75,27,1.25
1981,3,295,18.4,22,257,16.1,3,9.3,6.7,3.35,8,.98
1982,4,164,18.2,17,160,17.8,8,4.6,4.4,.98,13,.54
1983,5,267,16.7,25,347,21.7,16,5.6,10.4,-2.12,19,2.88
1984,2,299,18.7,19,301,18.8,8,7.9,8.1,.85,13,.97
1985,2,399,24.9,6,283,17.7,5,11.1,4.9,3.92,8,-3.33
1986,1,371,23.2,8,236,14.8,2,11.9,4.1,9.05,1,.61
1987,5,280,18.7,22,312,20.8,13,6.5,8.5,-0.73,15,1.41
1988,2,359,22.4,8,304,19.0,9,9.6,6.4,2.18,10,-1.26
1989,1,348,21.8,12,252,15.8,2,10.9,5.1,6.42,4,.42
1990,1,335,20.9,15,211,13.2,1,12.0,4.0,7.66,2,-0.09
1991,4,281,17.6,19,297,18.6,12,7.5,8.5,.97,13,1.97
1992,4,306,19.1,13,367,22.9,26,6.3,9.7,-1.76,16,2.05
1993,2,288,18.0,18,205,12.8,1,11.1,4.9,4.64,6,-0.55
1994,2,279,17.4,22,305,19.1,8,7.2,8.8,-1.68,16,-0.06
1995,4,290,18.1,24,340,21.3,16,6.5,9.5,-1.51,18,1.61
1996,5,242,15.1,28,297,18.6,10,6.1,9.9,-4.15,25,-0.71
1997,1,307,19.2,21,265,16.6,3,9.4,6.6,1.50,12,-1.13
1998,3,287,17.9,23,309,19.3,8,7.3,8.7,-3.23,19,-1.86
1999,3,299,18.7,20,358,22.4,23,6.3,9.7,-2.98,24,.70
2000,1,328,20.5,15,246,15.4,5,10.6,5.4,2.43,13,-2.69
2001,3,294,18.4,21,321,20.1,16,7.2,8.8,-1.79,18,-0.10
2002,2,320,20.0,22,279,17.4,3,9.3,6.7,.83,16,-1.74
2003,4,243,15.2,30,387,24.2,29,4.0,12.0,-8.56,31,.44
2004,2,303,18.9,22,347,21.7,17,6.7,9.3,-3.92,23,-1.17
2005,1,422,26.4,3,314,19.6,14,10.7,5.3,7.49,6,.74
2006,3,355,22.2,11,362,22.6,24,7.8,8.2,.08,17,.52
2007,2,373,23.3,14,351,21.9,17,8.6,7.4,3.26,11,1.89
2008,1,427,26.7,3,294,18.4,5,11.3,4.7,8.37,4,.06
2009,3,402,25.1,8,427,26.7,30,7.4,8.6,.08,18,1.65
2010,2,394,24.6,7,347,21.7,17,9.2,6.8,2.11,12,-0.83
2011,1,394,24.6,9,400,25.0,25,7.9,8.1,1.59,13,1.96
2012,2,429,26.8,6,344,21.5,12,10.0,6.0,6.24,8,.93
2013,3,294,18.4,28,383,23.9,18,5.6,10.4,-5.40,25,.17
2014,3,380,23.8,13,400,25.0,22,7.5,8.5,-1.69,21,-0.44
2015,3,420,26.3,6,442,27.6,30,7.5,8.5,-3.56,21,-2.18
