,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1921,6,70,11.7,6,55,9.2,10,3.8,2.2,.11,10,-2.39
1922,7,70,7.0,11,54,5.4,7,6.5,3.5,1.09,7,-0.51
1923,3,85,8.5,7,34,3.4,3,9.0,1.0,2.96,6,-2.14
1924,6,108,9.8,7,38,3.5,2,10.1,0.9,9.18,2,2.82
1925,9,151,11.6,3,110,8.5,11,8.8,4.2,1.32,7,-1.84
1926,5,151,11.6,3,61,4.7,5,11.6,1.4,6.61,3,-0.31
1927,2,113,11.3,3,43,4.3,2,9.1,0.9,7.74,3,.74
1928,4,120,9.2,5,92,7.1,4,8.5,4.5,.15,5,-2.01
1929,1,198,15.2,2,22,1.7,1,12.9,0.1,12.24,2,-1.30
1930,1,234,16.7,2,111,7.9,4,12.0,2.0,9.54,2,.75
1931,1,291,20.8,1,87,6.2,2,13.2,0.8,12.53,1,-2.04
1932,2,152,10.9,2,63,4.5,2,12.5,1.5,6.23,2,-0.12
1933,3,170,13.1,2,107,8.2,6,9.7,3.3,6.54,3,1.69
1934,3,156,12.0,3,112,8.6,7,8.9,4.1,5.57,3,2.18
1935,2,181,15.1,3,96,8.0,1,9.8,2.2,8.83,1,1.75
1936,1,248,20.7,1,118,9.8,4,10.2,1.8,12.56,1,1.72
1937,2,220,20.0,1,122,11.1,5,8.8,2.2,9.94,1,1.03
1938,1,223,20.3,1,118,10.7,3,9.0,2.0,8.45,1,-1.09
1939,1,233,21.2,3,153,13.9,4,8.0,3.0,7.44,3,.16
1940,2,238,21.6,2,155,14.1,6,8.1,2.9,6.15,3,-1.40
1941,1,258,23.5,2,120,10.9,2,9.5,1.5,12.45,2,-0.10
1942,2,300,27.3,2,215,19.5,8,7.6,3.4,6.27,3,-1.45
1943,2,264,26.4,2,172,17.2,4,7.3,2.7,8.77,2,-0.43
1944,1,238,23.8,3,141,14.1,3,7.8,2.2,8.21,3,-1.49
1945,3,258,25.8,2,173,17.3,4,7.2,2.8,7.91,3,-0.59
1946,3,148,13.5,8,158,14.4,2,5.1,5.9,-0.62,11,.29
1947,3,274,22.8,5,210,17.5,1,7.8,4.2,7.32,5,1.99
1948,4,154,12.8,10,290,24.2,7,2.2,9.8,-9.85,15,1.48
1949,5,114,9.5,10,329,27.4,8,0.9,11.1,-16.07,16,1.85
1950,5,244,20.3,8,406,33.8,12,2.8,9.2,-16.32,12,-2.82
