,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1960,7,177,14.8,13,369,30.8,13,1.8,10.2,-14.77,21,1.23
1961,6,236,16.9,13,380,27.1,12,3.4,10.6,-12.36,20,-2.08
1962,5,398,28.4,2,402,28.7,13,6.9,7.1,-4.03,14,-3.74
1963,5,305,21.8,9,378,27.0,10,5.3,8.7,-5.01,15,.21
1964,5,250,17.9,12,289,20.6,4,5.8,8.2,-5.44,19,-2.65
1965,2,325,23.2,7,280,20.0,3,8.2,5.8,-3.29,13,-6.51
1966,1,445,31.8,1,239,17.1,4,11.4,2.6,10.74,3,-3.97
1967,1,342,24.4,6,268,19.1,6,9.0,5.0,2.91,7,-2.38
1968,1,431,30.8,1,186,13.3,2,12.3,1.7,13.84,4,-3.66
1969,1,369,26.4,2,223,15.9,4,10.7,3.3,6.92,5,-3.51
1970,1,299,21.4,10,221,15.8,4,9.4,4.6,6.97,5,1.40
1971,1,406,29.0,1,222,15.9,7,11.3,2.7,9.86,2,-3.29
1972,2,319,22.8,10,240,17.1,6,9.3,4.7,6.12,7,.48
1973,1,382,27.3,2,203,14.5,7,11.4,2.6,12.77,3,-0.02
1974,3,297,21.2,8,235,16.8,10,8.9,5.1,5.92,6,1.49
1975,2,350,25.0,8,268,19.1,9,9.1,4.9,4.14,10,-1.71
1976,1,296,21.1,10,194,13.9,5,10.2,3.8,4.46,10,-2.83
1977,1,345,24.6,2,212,15.1,8,10.6,3.4,7.84,4,-1.66
1978,1,384,24.0,1,208,13.0,3,13.0,3.0,10.97,1,-0.03
1979,1,371,23.2,5,313,19.6,12,9.6,6.4,3.31,8,-0.32
1980,2,454,28.4,1,311,19.4,13,11.4,4.6,7.98,2,-0.96
1981,1,367,22.9,6,277,17.3,7,10.6,5.4,6.10,3,.47
1982,2,226,25.1,5,145,16.1,3,6.7,2.3,8.22,3,-0.78
1983,2,479,29.9,2,360,22.5,20,10.6,5.4,8.53,3,1.10
1984,4,308,19.3,18,308,19.3,9,8.0,8.0,1.05,12,1.05
1985,1,357,22.3,11,333,20.8,14,8.7,7.3,.23,12,-1.27
1986,3,346,21.6,14,337,21.1,18,8.2,7.8,2.09,10,1.53
1987,2,340,22.7,11,348,23.2,18,7.3,7.7,-2.00,19,-1.47
1988,5,265,16.6,21,381,23.8,25,4.8,11.2,-6.06,27,1.19
1989,5,204,12.8,28,393,24.6,24,2.8,13.2,-10.40,28,1.41
1990,4,244,15.3,26,308,19.3,15,5.8,10.2,-3.66,20,.34
1991,2,342,21.4,7,310,19.4,17,8.9,7.1,4.43,7,2.42
1992,1,409,25.6,2,243,15.2,5,12.4,3.6,9.95,2,-0.43
1993,1,376,23.5,2,229,14.3,2,12.2,3.8,9.63,2,.45
1994,1,414,25.9,2,248,15.5,3,12.3,3.7,10.08,2,-0.30
1995,1,435,27.2,3,291,18.2,3,11.5,4.5,9.67,2,.67
1996,1,286,17.9,25,250,15.6,3,9.3,6.7,2.38,9,.13
1997,4,304,19.0,22,314,19.6,13,7.7,8.3,-0.76,18,-0.14
1998,1,381,23.8,9,275,17.2,3,10.9,5.1,3.49,10,-3.14
1999,2,352,22.0,11,276,17.3,5,10.2,5.8,3.12,10,-1.64
2000,4,294,18.4,23,361,22.6,22,6.1,9.9,-4.58,25,-0.39
2001,5,246,15.4,30,338,21.1,20,5.1,10.9,-5.99,28,-0.24
2002,4,217,13.6,31,329,20.6,13,4.3,11.7,-8.48,28,-1.48
2003,2,289,18.1,21,260,16.3,2,9.0,7.0,-0.46,16,-2.27
2004,3,293,18.3,25,405,25.3,27,5.1,10.9,-7.77,30,-0.77
2005,3,325,20.3,15,308,19.3,12,8.5,7.5,3.16,12,2.09
2006,2,425,26.6,4,350,21.9,20,9.8,6.2,3.66,9,-1.03
2007,1,455,28.4,2,325,20.3,13,11.0,5.0,9.47,3,1.35
2008,3,362,22.6,18,365,22.8,20,7.9,8.1,.57,16,.75
2009,1,361,22.6,14,250,15.6,2,11.3,4.7,7.15,7,.21
2010,3,394,24.6,7,436,27.3,31,7.0,9.0,-2.15,23,.47
2011,3,369,23.1,15,347,21.7,16,8.6,7.4,1.63,12,.25
2012,3,376,23.5,15,400,25.0,24,7.4,8.6,.28,17,1.78
2013,2,439,27.4,5,432,27.0,26,8.2,7.8,-0.69,14,-1.13
2014,1,467,29.2,5,352,22.0,15,10.6,5.4,5.37,6,-1.81
2015,4,275,17.2,31,374,23.4,16,5.2,10.8,-6.93,29,-0.74
2016,1,421,26.3,5,306,19.1,5,10.9,5.1,6.97,3,-0.22
2017,2,354,22.1,14,332,20.8,13,8.6,7.4,1.60,15,.22
2018,1,339,21.2,22,324,20.3,6,8.4,7.6,1.09,13,.15
2019,2,434,27.1,6,321,20.1,11,10.7,5.3,5.29,7,-1.77
2020,3,395,24.7,17,473,29.6,28,6.3,9.7,-5.12,26,-0.24
2021,1,49,24.5,15,48,24.0,15,1.0,1.0,-16.78,26,-17.28
